Category,Subcategory,countryISO3,region_code,population,hoursPerDayCombined,uncertaintyCombined,dataStatus,dataStatusEconomic
Technosphere modification,Infrastructure,JAM,AM_C,2948277.0,0.08,0.0009720659450022292,interpolated,observed
Technosphere modification,Buildings,JAM,AM_C,2948277.0,0.24,0.014093842184134132,interpolated,observed
Technosphere modification,Artifacts,JAM,AM_C,2948277.0,0.31,0.01590693347065338,interpolated,observed
Maintenance of surroundings,Inhabited environment,JAM,AM_C,2948277.0,1.31,0.20791362563068225,interpolated,observed
Somatic maintenance,Sleep & bedrest,JAM,AM_C,2948277.0,8.21,3.8838580704242074,interpolated,observed
Maintenance of surroundings,Waste management,JAM,AM_C,2948277.0,0.0,0.000655949477531,interpolated,observed
Somatic maintenance,Physical child care,JAM,AM_C,2948277.0,0.7,0.07099217401416259,interpolated,observed
Somatic maintenance,Health care,JAM,AM_C,2948277.0,0.45,0.04424365412380247,interpolated,observed
Somatic maintenance,Hygiene & grooming,JAM,AM_C,2948277.0,0.93,3.0209112897407877,interpolated,observed
Deliberate neural restructuring,Schooling & research,JAM,AM_C,2948277.0,1.27,0.31075440695908035,interpolated,observed
Deliberate neural restructuring,Religious practice,JAM,AM_C,2948277.0,0.24,0.15335334902836878,interpolated,observed
Organization,Human transportation,JAM,AM_C,2948277.0,0.76,0.5994091515254594,interpolated,observed
Organization,Material transportation,JAM,AM_C,2948277.0,0.14,0.039925944547069325,interpolated,observed
Organization,Allocation,JAM,AM_C,2948277.0,1.45,0.12252645983618705,interpolated,observed
Experience oriented,Social,JAM,AM_C,2948277.0,0.98,0.9608391494708077,interpolated,observed
Experience oriented,Active recreation,JAM,AM_C,2948277.0,0.44,0.1005931058616622,interpolated,observed
Experience oriented,Meals,JAM,AM_C,2948277.0,1.27,3.2601218279034234,interpolated,observed
Experience oriented,Passive,JAM,AM_C,2948277.0,2.07,1.1259677444901748,interpolated,observed
Experience oriented,Interactive,JAM,AM_C,2948277.0,1.26,0.5710955979173719,interpolated,observed
Food provision,Food preparation,JOR,AS_W,10101697.0,0.89,0.1887338220093442,interpolated,observed
Food provision,Food growth & collection,JOR,AS_W,10101697.0,0.11,0.02493759913279374,interpolated,observed
Food provision,Food processing,JOR,AS_W,10101697.0,0.05,0.006222780537349615,interpolated,observed
Nonfood provision,Materials,JOR,AS_W,10101697.0,0.02,0.0007020452729317385,interpolated,observed
Nonfood provision,Energy,JOR,AS_W,10101697.0,0.02,0.002202862617044869,interpolated,observed
Technosphere modification,Infrastructure,JOR,AS_W,10101697.0,0.02,4.3170184481958716e-05,interpolated,observed
Technosphere modification,Buildings,JOR,AS_W,10101697.0,0.21,0.019159789674059603,interpolated,observed
Technosphere modification,Artifacts,JOR,AS_W,10101697.0,0.19,0.01700314243082725,interpolated,observed
Maintenance of surroundings,Inhabited environment,JOR,AS_W,10101697.0,1.01,0.18948112940293507,interpolated,observed
Somatic maintenance,Sleep & bedrest,JOR,AS_W,10101697.0,9.45,1.334729314175462,interpolated,observed
Maintenance of surroundings,Waste management,JOR,AS_W,10101697.0,0.0,3.610351289666455e-05,interpolated,observed
Somatic maintenance,Physical child care,JOR,AS_W,10101697.0,0.27,0.06369530653674242,interpolated,observed
Somatic maintenance,Health care,JOR,AS_W,10101697.0,0.14,0.04786655950559784,interpolated,observed
Somatic maintenance,Hygiene & grooming,JOR,AS_W,10101697.0,0.85,0.10398213927477791,interpolated,observed
Deliberate neural restructuring,Schooling & research,JOR,AS_W,10101697.0,0.96,0.28369712067188096,interpolated,observed
Deliberate neural restructuring,Religious practice,JOR,AS_W,10101697.0,0.47,0.15517651177340988,interpolated,observed
Organization,Human transportation,JOR,AS_W,10101697.0,0.76,0.12211032897664006,interpolated,observed
Organization,Material transportation,JOR,AS_W,10101697.0,0.19,0.03726044186230149,interpolated,observed
Organization,Allocation,JOR,AS_W,10101697.0,1.04,0.11274909810413454,interpolated,observed
Experience oriented,Social,JOR,AS_W,10101697.0,1.09,0.5899711468569436,interpolated,observed
Experience oriented,Active recreation,JOR,AS_W,10101697.0,0.49,0.09972736204976725,interpolated,observed
Experience oriented,Meals,JOR,AS_W,10101697.0,1.79,0.3542060233710226,interpolated,observed
Experience oriented,Passive,JOR,AS_W,10101697.0,3.08,0.9391955234229341,interpolated,observed
Experience oriented,Interactive,JOR,AS_W,10101697.0,0.89,0.3497806553712363,interpolated,observed
Food provision,Food preparation,JPN,AS_E,127763267.0,0.57,0.023203253033027588,observed,observed
Food provision,Food growth & collection,JPN,AS_E,127763267.0,0.13,0.0006029636388548107,observed,observed
Food provision,Food processing,JPN,AS_E,127763267.0,0.08,0.0016835234862426307,observed,observed
Nonfood provision,Materials,JPN,AS_E,127763267.0,0.01,5.551258549092175e-05,observed,observed
Nonfood provision,Energy,JPN,AS_E,127763267.0,0.02,0.0009905448503248204,observed,observed
Technosphere modification,Infrastructure,JPN,AS_E,127763267.0,0.13,0.0006620013821096305,observed,observed
Technosphere modification,Buildings,JPN,AS_E,127763267.0,0.35,0.023870484375563928,observed,observed
Technosphere modification,Artifacts,JPN,AS_E,127763267.0,0.64,0.015634076934099784,observed,observed
Maintenance of surroundings,Inhabited environment,JPN,AS_E,127763267.0,0.91,0.02241102535497613,observed,observed
Somatic maintenance,Sleep & bedrest,JPN,AS_E,127763267.0,8.01,0.49276325501285767,observed,observed
Maintenance of surroundings,Waste management,JPN,AS_E,127763267.0,0.02,0.00020540825456283465,observed,observed
Somatic maintenance,Physical child care,JPN,AS_E,127763267.0,0.31,0.0010248817809398892,observed,observed
Somatic maintenance,Health care,JPN,AS_E,127763267.0,0.5,0.0039058038932748423,observed,observed
Somatic maintenance,Hygiene & grooming,JPN,AS_E,127763267.0,1.43,0.01592230700916479,observed,observed
Deliberate neural restructuring,Schooling & research,JPN,AS_E,127763267.0,0.86,0.003393569074113453,observed,observed
Deliberate neural restructuring,Religious practice,JPN,AS_E,127763267.0,0.04,5.1993275051828056e-05,observed,observed
Organization,Human transportation,JPN,AS_E,127763267.0,1.06,0.09459145303361369,observed,observed
Organization,Material transportation,JPN,AS_E,127763267.0,0.22,0.004159970408665957,observed,observed
Organization,Allocation,JPN,AS_E,127763267.0,1.48,0.0444108485717595,observed,observed
Experience oriented,Social,JPN,AS_E,127763267.0,0.34,0.0007481180742454,observed,observed
Experience oriented,Active recreation,JPN,AS_E,127763267.0,0.31,0.00046017916748313566,observed,observed
Experience oriented,Meals,JPN,AS_E,127763267.0,1.69,0.023992631999940502,observed,observed
Experience oriented,Passive,JPN,AS_E,127763267.0,3.89,0.06632278883174782,observed,observed
Experience oriented,Interactive,JPN,AS_E,127763267.0,1.0,0.006717187343271358,observed,observed
Food provision,Food preparation,KAZ,AS_C,18080023.0,0.52,0.3912834375168957,interpolated,observed
Food provision,Food growth & collection,KAZ,AS_C,18080023.0,0.45,0.03502104556560296,interpolated,observed
Food provision,Food processing,KAZ,AS_C,18080023.0,0.07,0.0125475767992089,interpolated,observed
Nonfood provision,Materials,KAZ,AS_C,18080023.0,0.11,0.0010726751997928565,interpolated,observed
Nonfood provision,Energy,KAZ,AS_C,18080023.0,0.06,0.002331030724327966,interpolated,observed
Technosphere modification,Infrastructure,KAZ,AS_C,18080023.0,0.05,0.0007146992511112213,interpolated,observed
Technosphere modification,Buildings,KAZ,AS_C,18080023.0,0.28,0.21581258968260186,interpolated,observed
Technosphere modification,Artifacts,KAZ,AS_C,18080023.0,0.3,0.21661762405286702,interpolated,observed
Maintenance of surroundings,Inhabited environment,KAZ,AS_C,18080023.0,1.07,0.4301107727959786,interpolated,observed
Somatic maintenance,Sleep & bedrest,KAZ,AS_C,18080023.0,8.74,3.6890812946211726,interpolated,observed
Maintenance of surroundings,Waste management,KAZ,AS_C,18080023.0,0.01,4.798048251111395e-05,interpolated,observed
Somatic maintenance,Physical child care,KAZ,AS_C,18080023.0,0.26,0.26948371495318457,interpolated,observed
Somatic maintenance,Health care,KAZ,AS_C,18080023.0,0.3,0.25061550404045757,interpolated,observed
Somatic maintenance,Hygiene & grooming,KAZ,AS_C,18080023.0,1.09,2.815489454876629,interpolated,observed
Deliberate neural restructuring,Schooling & research,KAZ,AS_C,18080023.0,1.64,0.31880721591814687,interpolated,observed
Deliberate neural restructuring,Religious practice,KAZ,AS_C,18080023.0,0.48,0.8297950091849251,interpolated,observed
Organization,Human transportation,KAZ,AS_C,18080023.0,0.97,3.5225617970458387,interpolated,observed
Organization,Material transportation,KAZ,AS_C,18080023.0,0.23,0.23589653243805175,interpolated,observed
Organization,Allocation,KAZ,AS_C,18080023.0,0.89,0.31829290360419976,interpolated,observed
Experience oriented,Social,KAZ,AS_C,18080023.0,1.14,1.3822271705178428,interpolated,observed
Experience oriented,Active recreation,KAZ,AS_C,18080023.0,0.51,0.8258559341103807,interpolated,observed
Experience oriented,Meals,KAZ,AS_C,18080023.0,1.56,3.0554905251880173,interpolated,observed
Experience oriented,Passive,KAZ,AS_C,18080023.0,2.25,1.6897203954995357,interpolated,observed
Experience oriented,Interactive,KAZ,AS_C,18080023.0,1.4,1.0736127766725243,interpolated,observed
Food provision,Food preparation,KEN,AF_E,52573967.0,0.79,0.2284698227146534,interpolated,observed
Food provision,Food growth & collection,KEN,AF_E,52573967.0,0.63,0.02520133349046572,interpolated,observed
Food provision,Food processing,KEN,AF_E,52573967.0,0.14,0.009275618029102907,interpolated,observed
Nonfood provision,Materials,KEN,AF_E,52573967.0,0.07,0.0009438052439003345,interpolated,observed
Nonfood provision,Energy,KEN,AF_E,52573967.0,0.01,0.0021897335236648347,interpolated,observed
Technosphere modification,Infrastructure,KEN,AF_E,52573967.0,0.03,0.0002245329609872368,interpolated,observed
Technosphere modification,Buildings,KEN,AF_E,52573967.0,0.23,0.012724034515529573,interpolated,observed
Technosphere modification,Artifacts,KEN,AF_E,52573967.0,0.22,0.01593372239706536,interpolated,observed
Maintenance of surroundings,Inhabited environment,KEN,AF_E,52573967.0,0.9,0.22546018917953015,interpolated,observed
Somatic maintenance,Sleep & bedrest,KEN,AF_E,52573967.0,8.93,2.6149926440655356,interpolated,observed
Maintenance of surroundings,Waste management,KEN,AF_E,52573967.0,0.01,0.0006728645554362177,interpolated,observed
Somatic maintenance,Physical child care,KEN,AF_E,52573967.0,0.3,0.06531607490724066,interpolated,observed
Somatic maintenance,Health care,KEN,AF_E,52573967.0,0.37,0.9656212621586153,interpolated,observed
Somatic maintenance,Hygiene & grooming,KEN,AF_E,52573967.0,1.08,1.022532170349615,interpolated,observed
Deliberate neural restructuring,Schooling & research,KEN,AF_E,52573967.0,1.16,0.28401828397342893,interpolated,observed
Deliberate neural restructuring,Religious practice,KEN,AF_E,52573967.0,0.15,0.15343997083980887,interpolated,observed
Organization,Human transportation,KEN,AF_E,52573967.0,1.0,1.0389605195110796,interpolated,observed
Organization,Material transportation,KEN,AF_E,52573967.0,0.37,0.07649743755611822,interpolated,observed
Organization,Allocation,KEN,AF_E,52573967.0,1.04,0.1449491486665577,interpolated,observed
Experience oriented,Social,KEN,AF_E,52573967.0,0.93,0.5942371699283586,interpolated,observed
Experience oriented,Active recreation,KEN,AF_E,52573967.0,0.39,0.10018199197348233,interpolated,observed
Experience oriented,Meals,KEN,AF_E,52573967.0,1.88,1.2620995678166318,interpolated,observed
Experience oriented,Passive,KEN,AF_E,52573967.0,2.25,1.8155632622560312,interpolated,observed
Experience oriented,Interactive,KEN,AF_E,52573967.0,1.1,0.3508473133847705,interpolated,observed
Food provision,Food preparation,KGZ,AS_C,5422298.0,0.47,0.2069476819955258,observed,observed
Food provision,Food growth & collection,KGZ,AS_C,5422298.0,0.67,0.011584500997423794,observed,observed
Food provision,Food processing,KGZ,AS_C,5422298.0,0.09,0.0063859940565792975,observed,observed
Nonfood provision,Materials,KGZ,AS_C,5422298.0,0.03,9.336312639951472e-05,observed,observed
Nonfood provision,Energy,KGZ,AS_C,5422298.0,0.0,1.8458742500414513e-07,observed,observed
Technosphere modification,Infrastructure,KGZ,AS_C,5422298.0,0.02,6.744493862811238e-05,observed,observed
Technosphere modification,Buildings,KGZ,AS_C,5422298.0,0.2,0.2030479989112993,observed,observed
Technosphere modification,Artifacts,KGZ,AS_C,5422298.0,0.41,0.20451467164792375,observed,observed
Maintenance of surroundings,Inhabited environment,KGZ,AS_C,5422298.0,1.19,0.24996702699641044,observed,observed
Somatic maintenance,Sleep & bedrest,KGZ,AS_C,5422298.0,8.74,2.876500762809154,observed,observed
Maintenance of surroundings,Waste management,KGZ,AS_C,5422298.0,0.0,0.0,observed,observed
Somatic maintenance,Physical child care,KGZ,AS_C,5422298.0,0.25,0.2069444351242746,observed,observed
Somatic maintenance,Health care,KGZ,AS_C,5422298.0,0.24,0.2069432168673727,observed,observed
Somatic maintenance,Hygiene & grooming,KGZ,AS_C,5422298.0,1.09,2.7138840938929527,observed,observed
Deliberate neural restructuring,Schooling & research,KGZ,AS_C,5422298.0,1.45,0.03693181438758345,observed,observed
Deliberate neural restructuring,Religious practice,KGZ,AS_C,5422298.0,0.48,0.6771059951255637,observed,observed
Organization,Human transportation,KGZ,AS_C,5422298.0,0.92,3.4013864679001484,observed,observed
Organization,Material transportation,KGZ,AS_C,5422298.0,0.5,0.1996225182112907,observed,observed
Organization,Allocation,KGZ,AS_C,5422298.0,0.67,0.21015623006624706,observed,observed
Experience oriented,Social,KGZ,AS_C,5422298.0,1.11,0.7967780211719889,observed,observed
Experience oriented,Active recreation,KGZ,AS_C,5422298.0,0.52,0.7273511777071676,observed,observed
Experience oriented,Meals,KGZ,AS_C,5422298.0,1.56,2.71413635920508,observed,observed
Experience oriented,Passive,KGZ,AS_C,5422298.0,2.35,0.7994809632405094,observed,observed
Experience oriented,Interactive,KGZ,AS_C,5422298.0,1.45,0.7290611839512438,observed,observed
Food provision,Food preparation,KHM,AS_SE,16486542.0,0.54,0.2640960084272147,interpolated,observed
Food provision,Food growth & collection,KHM,AS_SE,16486542.0,1.0,0.026616444241368286,interpolated,observed
Food provision,Food processing,KHM,AS_SE,16486542.0,0.04,0.006165250397363261,interpolated,observed
Nonfood provision,Materials,KHM,AS_SE,16486542.0,0.07,0.0012635242134184622,interpolated,observed
Nonfood provision,Energy,KHM,AS_SE,16486542.0,0.01,0.0021888226200508,interpolated,observed
Technosphere modification,Infrastructure,KHM,AS_SE,16486542.0,0.04,0.00018014704974633115,interpolated,observed
Technosphere modification,Buildings,KHM,AS_SE,16486542.0,0.48,0.09191089605158995,interpolated,observed
Technosphere modification,Artifacts,KHM,AS_SE,16486542.0,0.59,0.01267808930503958,interpolated,observed
Maintenance of surroundings,Inhabited environment,KHM,AS_SE,16486542.0,0.49,0.2605833862116374,interpolated,observed
Somatic maintenance,Sleep & bedrest,KHM,AS_SE,16486542.0,8.5,6.99802455882193,interpolated,observed
Maintenance of surroundings,Waste management,KHM,AS_SE,16486542.0,0.01,8.69384117141662e-05,interpolated,observed
Somatic maintenance,Physical child care,KHM,AS_SE,16486542.0,0.26,0.06664140982380096,interpolated,observed
Somatic maintenance,Health care,KHM,AS_SE,16486542.0,0.37,5.064853895595642,interpolated,observed
Somatic maintenance,Hygiene & grooming,KHM,AS_SE,16486542.0,1.27,5.1192212038762595,interpolated,observed
Deliberate neural restructuring,Schooling & research,KHM,AS_SE,16486542.0,0.95,0.31010456789001234,interpolated,observed
Deliberate neural restructuring,Religious practice,KHM,AS_SE,16486542.0,0.04,0.15277926912014453,interpolated,observed
Organization,Human transportation,KHM,AS_SE,16486542.0,1.09,5.395020770736669,interpolated,observed
Organization,Material transportation,KHM,AS_SE,16486542.0,0.38,0.15434815312241792,interpolated,observed
Organization,Allocation,KHM,AS_SE,16486542.0,1.04,0.17826359437247236,interpolated,observed
Experience oriented,Social,KHM,AS_SE,16486542.0,0.68,0.607773427757021,interpolated,observed
Experience oriented,Active recreation,KHM,AS_SE,16486542.0,0.26,0.09915679468315867,interpolated,observed
Experience oriented,Meals,KHM,AS_SE,16486542.0,1.83,5.358899503128789,interpolated,observed
Experience oriented,Passive,KHM,AS_SE,16486542.0,3.45,6.167851820751947,interpolated,observed
Experience oriented,Interactive,KHM,AS_SE,16486542.0,0.61,0.3692915712274326,interpolated,observed
Food provision,Food preparation,KIR,AS_SE,117608.0,0.59,0.2763227808988583,interpolated,interpolated
Food provision,Food growth & collection,KIR,AS_SE,117608.0,0.85,0.24471212742422613,interpolated,interpolated
Food provision,Food processing,KIR,AS_SE,117608.0,0.1,0.008122836864887267,interpolated,interpolated
Nonfood provision,Materials,KIR,AS_SE,117608.0,0.07,0.0016409286716981887,interpolated,interpolated
Nonfood provision,Energy,KIR,AS_SE,117608.0,0.02,0.0043969682777667074,interpolated,interpolated
Technosphere modification,Infrastructure,KIR,AS_SE,117608.0,0.03,0.00046879629773432613,interpolated,interpolated
Technosphere modification,Buildings,KIR,AS_SE,117608.0,0.4,0.10083719211889676,interpolated,interpolated
Technosphere modification,Artifacts,KIR,AS_SE,117608.0,0.49,0.07070417002755505,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,KIR,AS_SE,117608.0,0.55,0.2654099617204562,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,KIR,AS_SE,117608.0,8.5,6.99802455882193,interpolated,interpolated
Maintenance of surroundings,Waste management,KIR,AS_SE,117608.0,0.01,9.873410776395735e-05,interpolated,interpolated
Somatic maintenance,Physical child care,KIR,AS_SE,117608.0,0.26,0.06687510512602145,interpolated,interpolated
Somatic maintenance,Health care,KIR,AS_SE,117608.0,0.39,5.06555250138058,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,KIR,AS_SE,117608.0,1.27,5.11927240356728,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,KIR,AS_SE,117608.0,1.02,0.3150072739558116,interpolated,interpolated
Deliberate neural restructuring,Religious practice,KIR,AS_SE,117608.0,0.05,0.15280437271964803,interpolated,interpolated
Organization,Human transportation,KIR,AS_SE,117608.0,1.1,5.395264563294284,interpolated,interpolated
Organization,Material transportation,KIR,AS_SE,117608.0,0.39,0.15723368447477953,interpolated,interpolated
Organization,Allocation,KIR,AS_SE,117608.0,1.08,0.2737633915792533,interpolated,interpolated
Experience oriented,Social,KIR,AS_SE,117608.0,0.68,0.6078147129522378,interpolated,interpolated
Experience oriented,Active recreation,KIR,AS_SE,117608.0,0.26,0.09916244477380655,interpolated,interpolated
Experience oriented,Meals,KIR,AS_SE,117608.0,1.83,5.358899503128789,interpolated,interpolated
Experience oriented,Passive,KIR,AS_SE,117608.0,3.45,6.167919286793667,interpolated,interpolated
Experience oriented,Interactive,KIR,AS_SE,117608.0,0.59,0.3693687131530861,interpolated,interpolated
Food provision,Food preparation,KOR,AS_E,50607904.0,0.88,0.0031632261080758546,observed,observed
Food provision,Food growth & collection,KOR,AS_E,50607904.0,0.23,0.00028430387542713613,observed,observed
Food provision,Food processing,KOR,AS_E,50607904.0,0.0,8.335014592427756e-10,observed,observed
Nonfood provision,Materials,KOR,AS_E,50607904.0,0.03,7.091943104025804e-05,observed,observed
Nonfood provision,Energy,KOR,AS_E,50607904.0,0.02,1.557089845377947e-05,observed,observed
Technosphere modification,Infrastructure,KOR,AS_E,50607904.0,0.07,0.0008256835098803544,observed,observed
Technosphere modification,Buildings,KOR,AS_E,50607904.0,0.16,0.0010713743280964339,observed,observed
Technosphere modification,Artifacts,KOR,AS_E,50607904.0,0.61,0.0042481080533989385,observed,observed
Maintenance of surroundings,Inhabited environment,KOR,AS_E,50607904.0,0.63,0.0019526779896673705,observed,observed
Somatic maintenance,Sleep & bedrest,KOR,AS_E,50607904.0,8.36,0.5299757269317477,observed,observed
Maintenance of surroundings,Waste management,KOR,AS_E,50607904.0,0.02,7.89919415829152e-06,observed,observed
Somatic maintenance,Physical child care,KOR,AS_E,50607904.0,0.2,0.0002025374366169344,observed,observed
Somatic maintenance,Health care,KOR,AS_E,50607904.0,0.15,0.0004449313808769514,observed,observed
Somatic maintenance,Hygiene & grooming,KOR,AS_E,50607904.0,1.22,0.008506739205091958,observed,observed
Deliberate neural restructuring,Schooling & research,KOR,AS_E,50607904.0,1.4,0.003542970364459347,observed,observed
Deliberate neural restructuring,Religious practice,KOR,AS_E,50607904.0,0.2,0.0001419985576776663,observed,observed
Organization,Human transportation,KOR,AS_E,50607904.0,1.61,0.005406282798257376,observed,observed
Organization,Material transportation,KOR,AS_E,50607904.0,0.22,0.0012105213249455787,observed,observed
Organization,Allocation,KOR,AS_E,50607904.0,1.22,0.010365188362009134,observed,observed
Experience oriented,Social,KOR,AS_E,50607904.0,0.84,0.002453295938159599,observed,observed
Experience oriented,Active recreation,KOR,AS_E,50607904.0,0.59,0.0007311025375947737,observed,observed
Experience oriented,Meals,KOR,AS_E,50607904.0,1.92,0.0192640533153568,observed,observed
Experience oriented,Passive,KOR,AS_E,50607904.0,2.46,0.031335477936086945,observed,observed
Experience oriented,Interactive,KOR,AS_E,50607904.0,0.96,0.0014632798700454266,observed,observed
Food provision,Food preparation,KWT,AS_W,4207077.0,0.88,0.19069050959337094,interpolated,interpolated
Food provision,Food growth & collection,KWT,AS_W,4207077.0,0.36,0.09358224729548373,interpolated,interpolated
Food provision,Food processing,KWT,AS_W,4207077.0,0.04,0.00705444289885008,interpolated,interpolated
Nonfood provision,Materials,KWT,AS_W,4207077.0,0.04,0.00519525260306105,interpolated,interpolated
Nonfood provision,Energy,KWT,AS_W,4207077.0,0.03,0.003383848008861201,interpolated,interpolated
Technosphere modification,Infrastructure,KWT,AS_W,4207077.0,0.04,0.03480789257722431,interpolated,interpolated
Technosphere modification,Buildings,KWT,AS_W,4207077.0,0.21,0.2060596139451479,interpolated,interpolated
Technosphere modification,Artifacts,KWT,AS_W,4207077.0,0.31,0.03324835047545143,interpolated,interpolated
Maintenance of surroundings,Inhabited environment,KWT,AS_W,4207077.0,0.86,0.19125378145423716,interpolated,interpolated
Somatic maintenance,Sleep & bedrest,KWT,AS_W,4207077.0,9.45,1.334729314175462,interpolated,interpolated
Maintenance of surroundings,Waste management,KWT,AS_W,4207077.0,0.01,6.0267119257686826e-05,interpolated,interpolated
Somatic maintenance,Physical child care,KWT,AS_W,4207077.0,0.25,0.06385532888711636,interpolated,interpolated
Somatic maintenance,Health care,KWT,AS_W,4207077.0,0.13,0.04892242375630518,interpolated,interpolated
Somatic maintenance,Hygiene & grooming,KWT,AS_W,4207077.0,0.85,0.10397778934261744,interpolated,interpolated
Deliberate neural restructuring,Schooling & research,KWT,AS_W,4207077.0,0.93,0.2872182579006988,interpolated,interpolated
Deliberate neural restructuring,Religious practice,KWT,AS_W,4207077.0,0.47,0.15518190991036002,interpolated,interpolated
Organization,Human transportation,KWT,AS_W,4207077.0,0.77,0.12261703842431514,interpolated,interpolated
Organization,Material transportation,KWT,AS_W,4207077.0,0.21,0.038063046144627924,interpolated,interpolated
Organization,Allocation,KWT,AS_W,4207077.0,0.79,0.13350862880512102,interpolated,interpolated
Experience oriented,Social,KWT,AS_W,4207077.0,1.09,0.59014856218269,interpolated,interpolated
Experience oriented,Active recreation,KWT,AS_W,4207077.0,0.49,0.09973345989848713,interpolated,interpolated
Experience oriented,Meals,KWT,AS_W,4207077.0,1.79,0.3542060233710226,interpolated,interpolated
Experience oriented,Passive,KWT,AS_W,4207077.0,3.09,0.9392992610523984,interpolated,interpolated
Experience oriented,Interactive,KWT,AS_W,4207077.0,0.9,0.34992443825333464,interpolated,interpolated
Food provision,Food preparation,LAO,AS_SE,6953031.0,0.47,0.26436755171764836,interpolated,observed
Food provision,Food growth & collection,LAO,AS_SE,6953031.0,1.97,0.4702841262660499,interpolated,observed
Food provision,Food processing,LAO,AS_SE,6953031.0,0.03,0.006278220110319796,interpolated,observed
Nonfood provision,Materials,LAO,AS_SE,6953031.0,0.12,0.0033935140984547706,interpolated,observed
Nonfood provision,Energy,LAO,AS_SE,6953031.0,0.02,0.0022361002129162428,interpolated,observed
Technosphere modification,Infrastructure,LAO,AS_SE,6953031.0,0.01,2.7274377923055945e-05,interpolated,observed
Technosphere modification,Buildings,LAO,AS_SE,6953031.0,0.26,0.0931366781615243,interpolated,observed
Technosphere modification,Artifacts,LAO,AS_SE,6953031.0,0.18,0.015795160442212696,interpolated,observed
Maintenance of surroundings,Inhabited environment,LAO,AS_SE,6953031.0,0.48,0.2605971065675137,interpolated,observed
Somatic maintenance,Sleep & bedrest,LAO,AS_SE,6953031.0,8.5,6.99802455882193,interpolated,observed
Maintenance of surroundings,Waste management,LAO,AS_SE,6953031.0,0.01,8.986553191260296e-05,interpolated,observed
Somatic maintenance,Physical child care,LAO,AS_SE,6953031.0,0.26,0.06664141236162205,interpolated,observed
Somatic maintenance,Health care,LAO,AS_SE,6953031.0,0.38,5.064968197008094,interpolated,observed
Somatic maintenance,Hygiene & grooming,LAO,AS_SE,6953031.0,1.26,5.11915689744069,interpolated,observed
Deliberate neural restructuring,Schooling & research,LAO,AS_SE,6953031.0,0.99,0.3112724891497301,interpolated,observed
Deliberate neural restructuring,Religious practice,LAO,AS_SE,6953031.0,0.04,0.1527792559980406,interpolated,observed
Organization,Human transportation,LAO,AS_SE,6953031.0,1.08,5.394991917979018,interpolated,observed
Organization,Material transportation,LAO,AS_SE,6953031.0,0.28,0.15453682774761948,interpolated,observed
Organization,Allocation,LAO,AS_SE,6953031.0,0.85,0.23381755974305884,interpolated,observed
Experience oriented,Social,LAO,AS_SE,6953031.0,0.68,0.607773427757021,interpolated,observed
Experience oriented,Active recreation,LAO,AS_SE,6953031.0,0.26,0.09915781641539073,interpolated,observed
Experience oriented,Meals,LAO,AS_SE,6953031.0,1.83,5.358899503128789,interpolated,observed
Experience oriented,Passive,LAO,AS_SE,6953031.0,3.45,6.1678551222603435,interpolated,observed
Experience oriented,Interactive,LAO,AS_SE,6953031.0,0.59,0.3693001576711351,interpolated,observed
Food provision,Food preparation,LBN,AS_W,6855709.0,0.9,0.18876919605896705,interpolated,observed
Food provision,Food growth & collection,LBN,AS_W,6855709.0,0.1,0.02491954794599527,interpolated,observed
Food provision,Food processing,LBN,AS_W,6855709.0,0.08,0.006303154666977873,interpolated,observed
Nonfood provision,Materials,LBN,AS_W,6855709.0,0.01,0.0006981578646149927,interpolated,observed
Nonfood provision,Energy,LBN,AS_W,6855709.0,0.02,0.002199707830265042,interpolated,observed
Technosphere modification,Infrastructure,LBN,AS_W,6855709.0,0.04,0.00013662879223871416,interpolated,observed
Technosphere modification,Buildings,LBN,AS_W,6855709.0,0.22,0.01926416220813475,interpolated,observed
Technosphere modification,Artifacts,LBN,AS_W,6855709.0,0.21,0.01720004098981615,interpolated,observed
Maintenance of surroundings,Inhabited environment,LBN,AS_W,6855709.0,0.94,0.1887641474799696,interpolated,observed
Somatic maintenance,Sleep & bedrest,LBN,AS_W,6855709.0,9.45,1.334729314175462,interpolated,observed
Maintenance of surroundings,Waste management,LBN,AS_W,6855709.0,0.0,3.638634845098323e-05,interpolated,observed
Somatic maintenance,Physical child care,LBN,AS_W,6855709.0,0.26,0.0636282130409055,interpolated,observed
Somatic maintenance,Health care,LBN,AS_W,6855709.0,0.16,0.047929607116918814,interpolated,observed
Somatic maintenance,Hygiene & grooming,LBN,AS_W,6855709.0,0.86,0.10399353419428511,interpolated,observed
Deliberate neural restructuring,Schooling & research,LBN,AS_W,6855709.0,0.95,0.2836623941322995,interpolated,observed
Deliberate neural restructuring,Religious practice,LBN,AS_W,6855709.0,0.47,0.15517769138192578,interpolated,observed
Organization,Human transportation,LBN,AS_W,6855709.0,0.76,0.12211457761200989,interpolated,observed
Organization,Material transportation,LBN,AS_W,6855709.0,0.21,0.037343624810450365,interpolated,observed
Organization,Allocation,LBN,AS_W,6855709.0,0.99,0.11179961202054178,interpolated,observed
Experience oriented,Social,LBN,AS_W,6855709.0,1.09,0.5899715978546519,interpolated,observed
